"Start Date","End Date","Area","Pollster","Client","Party","Voting Intention"
"2022-11-20","2022-11-20","Great Britain","Redfield &amp; Wilton","NA","Reform UK","5"
"2022-11-20","2022-11-20","Great Britain","Redfield &amp; Wilton","NA","Green Party","4"
"2022-11-20","2022-11-20","Great Britain","Redfield &amp; Wilton","NA","SNP","4"
"2022-11-18","2022-11-20","Great Britain","Savanta ComRes","Independent","Green Party","3"
"2022-11-18","2022-11-20","Great Britain","Savanta ComRes","Independent","Reform UK","3"
"2022-11-18","2022-11-20","Great Britain","Savanta ComRes","Independent","SNP","3"
"2022-11-18","2022-11-20","United Kingdom","Savanta ComRes","Independent","Green Party","3"
"2022-11-18","2022-11-20","United Kingdom","Savanta ComRes","Independent","Reform UK","3"
"2022-11-18","2022-11-20","United Kingdom","Savanta ComRes","Independent","SNP","3"
"2022-11-17","2022-11-19","Great Britain","Deltapoll","Mail on Sunday","Labour","51"
"2022-11-17","2022-11-19","Great Britain","Deltapoll","Mail on Sunday","Conservative","25"
"2022-11-17","2022-11-19","Great Britain","Deltapoll","Mail on Sunday","Liberal Democrats","9"
"2022-11-17","2022-11-19","Great Britain","Deltapoll","Mail on Sunday","Green Party","4"
"2022-11-17","2022-11-19","Great Britain","Deltapoll","Mail on Sunday","Reform UK","4"
"2022-11-17","2022-11-19","Great Britain","Deltapoll","Mail on Sunday","SNP","3"
"2022-11-17","2022-11-18","Great Britain","Omnisis","NA","Labour","48"
"2022-11-18","2022-11-18","Great Britain","PeoplePolling","GB News","Labour","47"
"2022-11-17","2022-11-18","Great Britain","Opinium","Observer","Labour","45"
"2022-11-17","2022-11-18","Great Britain","Opinium","Observer","Conservative","28"
"2022-11-17","2022-11-18","Great Britain","Omnisis","NA","Conservative","21"
"2022-11-18","2022-11-18","Great Britain","PeoplePolling","GB News","Conservative","21"
"2022-11-17","2022-11-18","Great Britain","Omnisis","NA","Liberal Democrats","10"
"2022-11-18","2022-11-18","Great Britain","PeoplePolling","GB News","Liberal Democrats","10"
"2022-11-17","2022-11-18","Great Britain","Opinium","Observer","Liberal Democrats","9"
"2022-11-17","2022-11-18","Great Britain","Omnisis","NA","Green Party","7"
"2022-11-18","2022-11-18","Great Britain","PeoplePolling","GB News","Green Party","7"
"2022-11-17","2022-11-18","Great Britain","Opinium","Observer","Reform UK","6"
"2022-11-18","2022-11-18","Great Britain","PeoplePolling","GB News","Reform UK","6"
"2022-11-17","2022-11-18","Great Britain","Omnisis","NA","Reform UK","5"
"2022-11-17","2022-11-18","Great Britain","Omnisis","NA","SNP","5"
"2022-11-18","2022-11-18","Great Britain","PeoplePolling","GB News","SNP","5"
"2022-11-17","2022-11-18","Great Britain","Opinium","Observer","Green Party","4"
"2022-11-17","2022-11-18","Great Britain","Opinium","Observer","SNP","3"
"2022-11-17","2022-11-17","Great Britain","Techne","NA","Labour","50"
"2022-11-17","2022-11-17","United Kingdom","Techne","NA","Labour","50"
"2022-11-16","2022-11-17","Great Britain","Redfield &amp; Wilton","NA","Labour","48"
"2022-11-17","2022-11-17","Great Britain","Techne","NA","Conservative","28"
"2022-11-17","2022-11-17","United Kingdom","Techne","NA","Conservative","28"
"2022-11-16","2022-11-17","Great Britain","Redfield &amp; Wilton","NA","Conservative","27"
"2022-11-16","2022-11-17","Great Britain","Redfield &amp; Wilton","NA","Liberal Democrats","10"
"2022-11-17","2022-11-17","Great Britain","Techne","NA","Liberal Democrats","8"
"2022-11-17","2022-11-17","United Kingdom","Techne","NA","Liberal Democrats","8"
"2022-11-16","2022-11-17","Great Britain","Redfield &amp; Wilton","NA","Reform UK","5"
"2022-11-16","2022-11-17","Great Britain","Redfield &amp; Wilton","NA","SNP","5"
"2022-11-16","2022-11-17","Great Britain","Redfield &amp; Wilton","NA","Green Party","4"
"2022-11-17","2022-11-17","Great Britain","Techne","NA","Green Party","4"
"2022-11-17","2022-11-17","Great Britain","Techne","NA","SNP","4"
"2022-11-17","2022-11-17","United Kingdom","Techne","NA","Green Party","4"
"2022-11-17","2022-11-17","United Kingdom","Techne","NA","SNP","4"
"2022-11-09","2022-11-16","Great Britain","Ipsos-MORI","Evening Standard","Labour","50"
"2022-11-15","2022-11-16","Great Britain","YouGov","Times","Labour","47"
"2022-11-09","2022-11-16","Great Britain","Ipsos-MORI","Evening Standard","Conservative","29"
"2022-11-15","2022-11-16","Great Britain","YouGov","Times","Conservative","26"
"2022-11-15","2022-11-16","Great Britain","YouGov","Times","Liberal Democrats","9"
"2022-11-09","2022-11-16","Great Britain","Ipsos-MORI","Evening Standard","Liberal Democrats","7"
"2022-11-15","2022-11-16","Great Britain","YouGov","Times","Reform UK","6"
"2022-11-09","2022-11-16","Great Britain","Ipsos-MORI","Evening Standard","SNP","5"
"2022-11-15","2022-11-16","Great Britain","YouGov","Times","Green Party","5"
"2022-11-15","2022-11-16","Great Britain","YouGov","Times","SNP","5"
"2022-11-09","2022-11-16","Great Britain","Ipsos-MORI","Evening Standard","Green Party","3"
"2022-11-09","2022-11-16","Great Britain","Ipsos-MORI","Evening Standard","Reform UK","2"
"2022-11-10","2022-11-14","Great Britain","Deltapoll","NA","Labour","50"
"2022-11-10","2022-11-14","Great Britain","Deltapoll","NA","Conservative","27"
"2022-11-10","2022-11-14","Great Britain","Deltapoll","NA","Green Party","6"
"2022-11-10","2022-11-14","Great Britain","Deltapoll","NA","Liberal Democrats","6"
"2022-11-10","2022-11-14","Great Britain","Deltapoll","NA","SNP","5"
"2022-11-10","2022-11-14","Great Britain","Deltapoll","NA","Reform UK","3"
"2022-11-13","2022-11-13","Great Britain","Redfield &amp; Wilton","NA","Labour","50"
"2022-11-13","2022-11-13","Great Britain","Redfield &amp; Wilton","NA","Conservative","26"
"2022-11-13","2022-11-13","Great Britain","Redfield &amp; Wilton","NA","Liberal Democrats","9"
"2022-11-13","2022-11-13","Great Britain","Redfield &amp; Wilton","NA","Green Party","5"
"2022-11-13","2022-11-13","Great Britain","Redfield &amp; Wilton","NA","Reform UK","4"
"2022-11-13","2022-11-13","Great Britain","Redfield &amp; Wilton","NA","SNP","3"
"2022-11-10","2022-11-11","Great Britain","Omnisis","NA","Labour","49"
"2022-11-10","2022-11-11","Great Britain","Omnisis","NA","Conservative","26"
"2022-11-10","2022-11-11","Great Britain","Omnisis","NA","Reform UK","9"
"2022-11-10","2022-11-11","Great Britain","Omnisis","NA","Liberal Democrats","7"
"2022-11-10","2022-11-11","Great Britain","Omnisis","NA","Green Party","5"
"2022-11-10","2022-11-11","Great Britain","Omnisis","NA","SNP","3"
"2022-11-09","2022-11-10","Great Britain","Redfield &amp; Wilton","NA","Labour","49"
"2022-11-09","2022-11-10","Great Britain","Techne","NA","Labour","49"
"2022-11-09","2022-11-10","United Kingdom","Techne","NA","Labour","49"
"2022-11-09","2022-11-10","Great Britain","YouGov","Times","Labour","48"
"2022-11-09","2022-11-10","Great Britain","Techne","NA","Conservative","30"
"2022-11-09","2022-11-10","United Kingdom","Techne","NA","Conservative","30"
"2022-11-09","2022-11-10","Great Britain","Redfield &amp; Wilton","NA","Conservative","28"
"2022-11-09","2022-11-10","Great Britain","YouGov","Times","Conservative","25"
"2022-11-09","2022-11-10","Great Britain","Redfield &amp; Wilton","NA","Liberal Democrats","11"
"2022-11-09","2022-11-10","Great Britain","YouGov","Times","Liberal Democrats","10"
"2022-11-09","2022-11-10","Great Britain","Techne","NA","Liberal Democrats","8"
"2022-11-09","2022-11-10","United Kingdom","Techne","NA","Liberal Democrats","8"
"2022-11-09","2022-11-10","Great Britain","YouGov","Times","Green Party","5"
"2022-11-09","2022-11-10","Great Britain","YouGov","Times","Reform UK","5"
"2022-11-09","2022-11-10","Great Britain","YouGov","Times","SNP","5"
"2022-11-09","2022-11-10","Great Britain","Redfield &amp; Wilton","NA","Green Party","4"
"2022-11-09","2022-11-10","Great Britain","Redfield &amp; Wilton","NA","Reform UK","4"
"2022-11-09","2022-11-10","Great Britain","Techne","NA","Green Party","4"
"2022-11-09","2022-11-10","Great Britain","Techne","NA","SNP","4"
"2022-11-09","2022-11-10","United Kingdom","Techne","NA","Green Party","4"
"2022-11-09","2022-11-10","United Kingdom","Techne","NA","SNP","4"
"2022-11-09","2022-11-10","Great Britain","Redfield &amp; Wilton","NA","SNP","3"
"2022-11-09","2022-11-09","Great Britain","PeoplePolling","GB News","Labour","42"
"2022-11-09","2022-11-09","Great Britain","PeoplePolling","GB News","Conservative","21"
"2022-11-09","2022-11-09","Great Britain","PeoplePolling","GB News","Green Party","9"
"2022-11-09","2022-11-09","Great Britain","PeoplePolling","GB News","Liberal Democrats","9"
"2022-11-09","2022-11-09","Great Britain","PeoplePolling","GB News","Reform UK","8"
"2022-11-09","2022-11-09","Great Britain","PeoplePolling","GB News","SNP","5"
"2022-11-04","2022-11-07","Great Britain","Deltapoll","NA","Labour","47"
"2022-11-04","2022-11-07","Great Britain","Deltapoll","NA","Conservative","29"
"2022-11-04","2022-11-07","Great Britain","Deltapoll","NA","Liberal Democrats","9"
"2022-11-04","2022-11-07","Great Britain","Deltapoll","NA","Green Party","5"
"2022-11-04","2022-11-07","Great Britain","Deltapoll","NA","SNP","4"
"2022-11-04","2022-11-07","Great Britain","Deltapoll","NA","Reform UK","3"
"2022-11-06","2022-11-06","Great Britain","Redfield &amp; Wilton","NA","Labour","48"
"2022-11-06","2022-11-06","Great Britain","Redfield &amp; Wilton","NA","Conservative","27"
"2022-11-06","2022-11-06","Great Britain","Redfield &amp; Wilton","NA","Liberal Democrats","10"
"2022-11-06","2022-11-06","Great Britain","Redfield &amp; Wilton","NA","Reform UK","5"
"2022-11-06","2022-11-06","Great Britain","Redfield &amp; Wilton","NA","SNP","4"
"2022-11-06","2022-11-06","Great Britain","Redfield &amp; Wilton","NA","Green Party","3"
"2022-11-03","2022-11-04","Great Britain","Omnisis","NA","Labour","51"
"2022-11-02","2022-11-04","Great Britain","Opinium","Observer","Labour","46"
"2022-11-02","2022-11-04","United Kingdom","Opinium","Observer","Labour","46"
"2022-11-02","2022-11-04","Great Britain","Opinium","Observer","Conservative","28"
"2022-11-02","2022-11-04","United Kingdom","Opinium","Observer","Conservative","28"
"2022-11-03","2022-11-04","Great Britain","Omnisis","NA","Conservative","27"
"2022-11-02","2022-11-04","Great Britain","Opinium","Observer","Liberal Democrats","8"
"2022-11-02","2022-11-04","United Kingdom","Opinium","Observer","Liberal Democrats","8"
"2022-11-03","2022-11-04","Great Britain","Omnisis","NA","Liberal Democrats","7"
"2022-11-02","2022-11-04","Great Britain","Opinium","Observer","Green Party","6"
"2022-11-02","2022-11-04","United Kingdom","Opinium","Observer","Green Party","6"
"2022-11-03","2022-11-04","Great Britain","Omnisis","NA","Reform UK","6"
"2022-11-02","2022-11-04","Great Britain","Opinium","Observer","SNP","4"
"2022-11-02","2022-11-04","United Kingdom","Opinium","Observer","SNP","4"
"2022-11-03","2022-11-04","Great Britain","Omnisis","NA","Green Party","4"
"2022-11-03","2022-11-04","Great Britain","Omnisis","NA","SNP","4"
"2022-11-01","2022-11-03","Great Britain","Survation","NA","Labour","50"
"2022-11-01","2022-11-03","United Kingdom","Survation","NA","Labour","50"
"2022-11-02","2022-11-03","Great Britain","Techne","NA","Labour","49"
"2022-11-02","2022-11-03","United Kingdom","Techne","NA","Labour","49"
"2022-11-02","2022-11-03","Great Britain","Redfield &amp; Wilton","NA","Labour","47"
"2022-11-02","2022-11-03","Great Britain","Redfield &amp; Wilton","NA","Conservative","30"
"2022-11-02","2022-11-03","Great Britain","Techne","NA","Conservative","29"
"2022-11-02","2022-11-03","United Kingdom","Techne","NA","Conservative","29"
"2022-11-01","2022-11-03","Great Britain","Survation","NA","Conservative","27"
"2022-11-01","2022-11-03","United Kingdom","Survation","NA","Conservative","27"
"2022-11-02","2022-11-03","Great Britain","Redfield &amp; Wilton","NA","Liberal Democrats","12"
"2022-11-02","2022-11-03","Great Britain","Techne","NA","Liberal Democrats","9"
"2022-11-02","2022-11-03","United Kingdom","Techne","NA","Liberal Democrats","9"
"2022-11-01","2022-11-03","Great Britain","Survation","NA","Liberal Democrats","7"
"2022-11-01","2022-11-03","United Kingdom","Survation","NA","Liberal Democrats","7"
"2022-11-01","2022-11-03","Great Britain","Survation","NA","SNP","4"
"2022-11-01","2022-11-03","United Kingdom","Survation","NA","SNP","4"
"2022-11-02","2022-11-03","Great Britain","Redfield &amp; Wilton","NA","Reform UK","4"
"2022-11-02","2022-11-03","Great Britain","Techne","NA","Green Party","4"
"2022-11-02","2022-11-03","Great Britain","Techne","NA","SNP","4"
"2022-11-02","2022-11-03","United Kingdom","Techne","NA","Green Party","4"
"2022-11-02","2022-11-03","United Kingdom","Techne","NA","SNP","4"
"2022-11-01","2022-11-03","Great Britain","Survation","NA","Green Party","3"
"2022-11-01","2022-11-03","Great Britain","Survation","NA","Reform UK","3"
"2022-11-01","2022-11-03","United Kingdom","Survation","NA","Green Party","3"
"2022-11-01","2022-11-03","United Kingdom","Survation","NA","Reform UK","3"
"2022-11-02","2022-11-03","Great Britain","Redfield &amp; Wilton","NA","Green Party","3"
"2022-11-02","2022-11-03","Great Britain","Redfield &amp; Wilton","NA","SNP","3"
"2022-11-01","2022-11-02","Great Britain","YouGov","Times","Labour","50"
"2022-11-01","2022-11-02","Great Britain","YouGov","Times","Conservative","24"
"2022-11-01","2022-11-02","Great Britain","YouGov","Times","Liberal Democrats","9"
"2022-11-01","2022-11-02","Great Britain","YouGov","Times","Reform UK","6"
"2022-11-01","2022-11-02","Great Britain","YouGov","Times","Green Party","5"
"2022-11-01","2022-11-02","Great Britain","YouGov","Times","SNP","4"
"2022-11-01","2022-11-01","Great Britain","PeoplePolling","GB News","Labour","47"
"2022-11-01","2022-11-01","Great Britain","PeoplePolling","GB News","Conservative","21"
"2022-11-01","2022-11-01","Great Britain","PeoplePolling","GB News","Liberal Democrats","10"
"2022-11-01","2022-11-01","Great Britain","PeoplePolling","GB News","Green Party","5"
"2022-11-01","2022-11-01","Great Britain","PeoplePolling","GB News","Reform UK","5"
"2022-11-01","2022-11-01","Great Britain","PeoplePolling","GB News","SNP","5"
"2022-10-28","2022-10-31","Great Britain","Deltapoll","NA","Labour","51"
"2022-10-24","2022-10-31","Great Britain","YouGov","Ben Ansell/ERC WEALTHPOL","Labour","49"
"2022-10-24","2022-10-31","United Kingdom","YouGov","Ben Ansell/ERC WEALTHPOL","Labour","49"
"2022-10-28","2022-10-31","Great Britain","Deltapoll","NA","Conservative","26"
"2022-10-24","2022-10-31","Great Britain","YouGov","Ben Ansell/ERC WEALTHPOL","Conservative","25"
"2022-10-24","2022-10-31","United Kingdom","YouGov","Ben Ansell/ERC WEALTHPOL","Conservative","25"
"2022-10-24","2022-10-31","Great Britain","YouGov","Ben Ansell/ERC WEALTHPOL","Liberal Democrats","9"
"2022-10-24","2022-10-31","United Kingdom","YouGov","Ben Ansell/ERC WEALTHPOL","Liberal Democrats","9"
"2022-10-28","2022-10-31","Great Britain","Deltapoll","NA","Liberal Democrats","9"
"2022-10-24","2022-10-31","Great Britain","YouGov","Ben Ansell/ERC WEALTHPOL","Green Party","5"
"2022-10-24","2022-10-31","United Kingdom","YouGov","Ben Ansell/ERC WEALTHPOL","Green Party","5"
"2022-10-24","2022-10-31","Great Britain","YouGov","Ben Ansell/ERC WEALTHPOL","Reform UK","4"
"2022-10-24","2022-10-31","Great Britain","YouGov","Ben Ansell/ERC WEALTHPOL","SNP","4"
"2022-10-24","2022-10-31","United Kingdom","YouGov","Ben Ansell/ERC WEALTHPOL","Reform UK","4"
"2022-10-24","2022-10-31","United Kingdom","YouGov","Ben Ansell/ERC WEALTHPOL","SNP","4"
"2022-10-28","2022-10-31","Great Britain","Deltapoll","NA","Green Party","4"
"2022-10-28","2022-10-31","Great Britain","Deltapoll","NA","SNP","4"
"2022-10-28","2022-10-31","Great Britain","Deltapoll","NA","Reform UK","3"
"2022-10-30","2022-10-30","Great Britain","Redfield &amp; Wilton","NA","Labour","50"
"2022-10-28","2022-10-30","Great Britain","Focaldata","Best for Britain","Labour","49"
"2022-10-28","2022-10-30","Great Britain","Focaldata","Best for Britain","Conservative","29"
"2022-10-30","2022-10-30","Great Britain","Redfield &amp; Wilton","NA","Conservative","27"
"2022-10-30","2022-10-30","Great Britain","Redfield &amp; Wilton","NA","Liberal Democrats","9"
"2022-10-28","2022-10-30","Great Britain","Focaldata","Best for Britain","Liberal Democrats","8"
"2022-10-30","2022-10-30","Great Britain","Redfield &amp; Wilton","NA","Green Party","5"
"2022-10-28","2022-10-30","Great Britain","Focaldata","Best for Britain","Green Party","4"
"2022-10-28","2022-10-30","Great Britain","Focaldata","Best for Britain","Reform UK","4"
"2022-10-28","2022-10-30","Great Britain","Focaldata","Best for Britain","SNP","4"
"2022-10-30","2022-10-30","Great Britain","Redfield &amp; Wilton","NA","SNP","4"
"2022-10-30","2022-10-30","Great Britain","Redfield &amp; Wilton","NA","Reform UK","3"
"2022-10-27","2022-10-28","Great Britain","Omnisis","NA","Labour","53"
"2022-10-26","2022-10-28","Great Britain","Opinium","Observer","Labour","44"
"2022-10-26","2022-10-28","United Kingdom","Opinium","Observer","Labour","44"
"2022-10-26","2022-10-28","Great Britain","Opinium","Observer","Conservative","28"
"2022-10-26","2022-10-28","United Kingdom","Opinium","Observer","Conservative","28"
"2022-10-27","2022-10-28","Great Britain","Omnisis","NA","Conservative","25"
"2022-10-26","2022-10-28","Great Britain","Opinium","Observer","Liberal Democrats","10"
"2022-10-26","2022-10-28","United Kingdom","Opinium","Observer","Liberal Democrats","10"
"2022-10-27","2022-10-28","Great Britain","Omnisis","NA","Liberal Democrats","7"
"2022-10-27","2022-10-28","Great Britain","Omnisis","NA","Reform UK","6"
"2022-10-26","2022-10-28","Great Britain","Opinium","Observer","Green Party","5"
"2022-10-26","2022-10-28","United Kingdom","Opinium","Observer","Green Party","5"
"2022-10-26","2022-10-28","Great Britain","Opinium","Observer","SNP","4"
"2022-10-26","2022-10-28","United Kingdom","Opinium","Observer","SNP","4"
"2022-10-27","2022-10-28","Great Britain","Omnisis","NA","Green Party","4"
"2022-10-27","2022-10-28","Great Britain","Omnisis","NA","SNP","4"
"2022-10-26","2022-10-27","Great Britain","Survation","NA","Labour","51"
"2022-10-26","2022-10-27","United Kingdom","Survation","NA","Labour","51"
"2022-10-26","2022-10-27","Great Britain","Techne","NA","Labour","50"
"2022-10-26","2022-10-27","United Kingdom","Techne","NA","Labour","50"
"2022-10-26","2022-10-27","Great Britain","Survation","NA","Conservative","27"
"2022-10-26","2022-10-27","United Kingdom","Survation","NA","Conservative","27"
"2022-10-26","2022-10-27","Great Britain","Techne","NA","Conservative","26"
"2022-10-26","2022-10-27","United Kingdom","Techne","NA","Conservative","26"
"2022-10-26","2022-10-27","Great Britain","Techne","NA","Liberal Democrats","10"
"2022-10-26","2022-10-27","United Kingdom","Techne","NA","Liberal Democrats","10"
"2022-10-26","2022-10-27","Great Britain","Survation","NA","Liberal Democrats","8"
"2022-10-26","2022-10-27","United Kingdom","Survation","NA","Liberal Democrats","8"
"2022-10-26","2022-10-27","Great Britain","Survation","NA","SNP","5"
"2022-10-26","2022-10-27","United Kingdom","Survation","NA","SNP","5"
"2022-10-26","2022-10-27","Great Britain","Techne","NA","Green Party","5"
"2022-10-26","2022-10-27","United Kingdom","Techne","NA","Green Party","5"
"2022-10-26","2022-10-27","Great Britain","Techne","NA","SNP","4"
"2022-10-26","2022-10-27","United Kingdom","Techne","NA","SNP","4"
"2022-10-26","2022-10-27","Great Britain","Survation","NA","Reform UK","3"
"2022-10-26","2022-10-27","United Kingdom","Survation","NA","Reform UK","3"
"2022-10-26","2022-10-27","Great Britain","Survation","NA","Green Party","2"
"2022-10-26","2022-10-27","United Kingdom","Survation","NA","Green Party","2"
"2022-10-25","2022-10-26","Great Britain","Redfield &amp; Wilton","NA","Labour","55"
"2022-10-20","2022-10-26","Great Britain","Focaldata","Best for Britain","Labour","53"
"2022-10-25","2022-10-26","Great Britain","YouGov","Times","Labour","51"
"2022-10-26","2022-10-26","Great Britain","PeoplePolling","GB News","Labour","51"
"2022-10-24","2022-10-26","Great Britain","BMG","Independent","Labour","49"
"2022-10-24","2022-10-26","Great Britain","BMG","Independent","Conservative","26"
"2022-10-20","2022-10-26","Great Britain","Focaldata","Best for Britain","Conservative","23"
"2022-10-25","2022-10-26","Great Britain","Redfield &amp; Wilton","NA","Conservative","23"
"2022-10-25","2022-10-26","Great Britain","YouGov","Times","Conservative","23"
"2022-10-26","2022-10-26","Great Britain","PeoplePolling","GB News","Conservative","20"
"2022-10-20","2022-10-26","Great Britain","Focaldata","Best for Britain","Liberal Democrats","10"
"2022-10-24","2022-10-26","Great Britain","BMG","Independent","Liberal Democrats","10"
"2022-10-25","2022-10-26","Great Britain","Redfield &amp; Wilton","NA","Liberal Democrats","9"
"2022-10-25","2022-10-26","Great Britain","YouGov","Times","Liberal Democrats","9"
"2022-10-26","2022-10-26","Great Britain","PeoplePolling","GB News","Liberal Democrats","9"
"2022-10-26","2022-10-26","Great Britain","PeoplePolling","GB News","Reform UK","7"
"2022-10-25","2022-10-26","Great Britain","YouGov","Times","Reform UK","6"
"2022-10-24","2022-10-26","Great Britain","BMG","Independent","Green Party","5"
"2022-10-24","2022-10-26","Great Britain","BMG","Independent","Reform UK","5"
"2022-10-25","2022-10-26","Great Britain","Redfield &amp; Wilton","NA","Green Party","5"
"2022-10-25","2022-10-26","Great Britain","YouGov","Times","SNP","5"
"2022-10-26","2022-10-26","Great Britain","PeoplePolling","GB News","Green Party","5"
"2022-10-26","2022-10-26","Great Britain","PeoplePolling","GB News","SNP","5"
"2022-10-20","2022-10-26","Great Britain","Focaldata","Best for Britain","Green Party","4"
"2022-10-20","2022-10-26","Great Britain","Focaldata","Best for Britain","Reform UK","4"
"2022-10-20","2022-10-26","Great Britain","Focaldata","Best for Britain","SNP","4"
"2022-10-24","2022-10-26","Great Britain","BMG","Independent","SNP","4"
"2022-10-25","2022-10-26","Great Britain","Redfield &amp; Wilton","NA","Reform UK","4"
"2022-10-25","2022-10-26","Great Britain","Redfield &amp; Wilton","NA","SNP","4"
"2022-10-25","2022-10-26","Great Britain","YouGov","Times","Green Party","4"
"2022-10-23","2022-10-23","Great Britain","Redfield &amp; Wilton","NA","Labour","54"
"2022-10-21","2022-10-23","Great Britain","Savanta ComRes","Independent","Labour","51"
"2022-10-21","2022-10-23","United Kingdom","Savanta ComRes","Independent","Labour","51"
"2022-10-22","2022-10-23","Great Britain","Deltapoll","Sky News","Labour","51"
"2022-10-21","2022-10-23","Great Britain","Savanta ComRes","Independent","Conservative","25"
"2022-10-21","2022-10-23","United Kingdom","Savanta ComRes","Independent","Conservative","25"
"2022-10-22","2022-10-23","Great Britain","Deltapoll","Sky News","Conservative","25"
"2022-10-23","2022-10-23","Great Britain","Redfield &amp; Wilton","NA","Conservative","21"
"2022-10-23","2022-10-23","Great Britain","Redfield &amp; Wilton","NA","Liberal Democrats","11"
"2022-10-22","2022-10-23","Great Britain","Deltapoll","Sky News","Liberal Democrats","10"
"2022-10-21","2022-10-23","Great Britain","Savanta ComRes","Independent","Liberal Democrats","8"
"2022-10-21","2022-10-23","United Kingdom","Savanta ComRes","Independent","Liberal Democrats","8"
"2022-10-22","2022-10-23","Great Britain","Deltapoll","Sky News","Green Party","5"
"2022-10-21","2022-10-23","Great Britain","Savanta ComRes","Independent","SNP","4"
"2022-10-21","2022-10-23","United Kingdom","Savanta ComRes","Independent","SNP","4"
"2022-10-22","2022-10-23","Great Britain","Deltapoll","Sky News","SNP","4"
"2022-10-23","2022-10-23","Great Britain","Redfield &amp; Wilton","NA","Green Party","4"
"2022-10-23","2022-10-23","Great Britain","Redfield &amp; Wilton","NA","Reform UK","4"
"2022-10-22","2022-10-23","Great Britain","Deltapoll","Sky News","Reform UK","3"
"2022-10-23","2022-10-23","Great Britain","Redfield &amp; Wilton","NA","SNP","3"
"2022-10-21","2022-10-23","Great Britain","Savanta ComRes","Independent","Green Party","2"
"2022-10-21","2022-10-23","United Kingdom","Savanta ComRes","Independent","Green Party","2"
"2022-10-21","2022-10-22","Great Britain","Omnisis","NA","Labour","56"
"2022-10-21","2022-10-22","Great Britain","Omnisis","NA","Conservative","22"
"2022-10-21","2022-10-22","Great Britain","Omnisis","NA","Liberal Democrats","10"
"2022-10-21","2022-10-22","Great Britain","Omnisis","NA","Green Party","4"
"2022-10-21","2022-10-22","Great Britain","Omnisis","NA","SNP","4"
"2022-10-21","2022-10-22","Great Britain","Omnisis","NA","Reform UK","3"
"2022-10-20","2022-10-21","Great Britain","YouGov","Times","Labour","56"
"2022-10-19","2022-10-21","Great Britain","JL Partners","NA","Labour","51"
"2022-10-19","2022-10-21","Great Britain","Opinium","Observer","Labour","50"
"2022-10-19","2022-10-21","United Kingdom","Opinium","Observer","Labour","50"
"2022-10-19","2022-10-21","Great Britain","JL Partners","NA","Conservative","26"
"2022-10-19","2022-10-21","Great Britain","Opinium","Observer","Conservative","23"
"2022-10-19","2022-10-21","United Kingdom","Opinium","Observer","Conservative","23"
"2022-10-20","2022-10-21","Great Britain","YouGov","Times","Conservative","19"
"2022-10-20","2022-10-21","Great Britain","YouGov","Times","Liberal Democrats","10"
"2022-10-19","2022-10-21","Great Britain","Opinium","Observer","Liberal Democrats","9"
"2022-10-19","2022-10-21","United Kingdom","Opinium","Observer","Liberal Democrats","9"
"2022-10-19","2022-10-21","Great Britain","JL Partners","NA","Liberal Democrats","8"
"2022-10-19","2022-10-21","Great Britain","Opinium","Observer","Green Party","6"
"2022-10-19","2022-10-21","United Kingdom","Opinium","Observer","Green Party","6"
"2022-10-19","2022-10-21","Great Britain","JL Partners","NA","SNP","5"
"2022-10-20","2022-10-21","Great Britain","YouGov","Times","Reform UK","5"
"2022-10-20","2022-10-21","Great Britain","YouGov","Times","Green Party","4"
"2022-10-20","2022-10-21","Great Britain","YouGov","Times","SNP","4"
"2022-10-19","2022-10-21","Great Britain","JL Partners","NA","Green Party","3"
"2022-10-19","2022-10-21","Great Britain","JL Partners","NA","Reform UK","3"
"2022-10-19","2022-10-21","Great Britain","Opinium","Observer","SNP","3"
"2022-10-19","2022-10-21","United Kingdom","Opinium","Observer","SNP","3"
"2022-10-20","2022-10-20","Great Britain","Omnisis","NA","Labour","57"
"2022-10-19","2022-10-20","Great Britain","Techne","NA","Labour","53"
"2022-10-19","2022-10-20","United Kingdom","Techne","NA","Labour","53"
"2022-10-20","2022-10-20","Great Britain","PeoplePolling","GB News","Labour","53"
"2022-10-19","2022-10-20","Great Britain","Techne","NA","Conservative","22"
"2022-10-19","2022-10-20","United Kingdom","Techne","NA","Conservative","22"
"2022-10-20","2022-10-20","Great Britain","Omnisis","NA","Conservative","22"
"2022-10-20","2022-10-20","Great Britain","PeoplePolling","GB News","Conservative","14"
"2022-10-19","2022-10-20","Great Britain","Techne","NA","Liberal Democrats","11"
"2022-10-19","2022-10-20","United Kingdom","Techne","NA","Liberal Democrats","11"
"2022-10-20","2022-10-20","Great Britain","PeoplePolling","GB News","Liberal Democrats","11"
"2022-10-20","2022-10-20","Great Britain","Omnisis","NA","Liberal Democrats","7"
"2022-10-20","2022-10-20","Great Britain","PeoplePolling","GB News","Green Party","6"
"2022-10-19","2022-10-20","Great Britain","Techne","NA","Green Party","5"
"2022-10-19","2022-10-20","United Kingdom","Techne","NA","Green Party","5"
"2022-10-20","2022-10-20","Great Britain","PeoplePolling","GB News","Reform UK","5"
"2022-10-20","2022-10-20","Great Britain","PeoplePolling","GB News","SNP","5"
"2022-10-19","2022-10-20","Great Britain","Techne","NA","SNP","4"
"2022-10-19","2022-10-20","United Kingdom","Techne","NA","SNP","4"
"2022-10-20","2022-10-20","Great Britain","Omnisis","NA","Green Party","4"
